audio_norm,video_norm,au_norm,au_dynamic_norm,emotion
4621.885,19.901655,11.777123,17.210423,Happy
4658.3003,20.756186,11.803283,18.16126,Happy
4968.652,20.310215,13.065149,20.301195,Happy
4841.7793,19.92544,13.845761,19.747723,Happy
5192.4014,20.164837,14.874193,21.275784,Happy
4465.1567,20.259436,13.085794,19.981497,Happy
5469.517,19.709791,15.429867,23.406078,Happy
5522.8926,20.294857,15.537319,22.174889,Happy
4282.412,19.860933,7.921578,10.988561,Sad
4811.113,20.574324,8.075208,10.8632,Sad
4347.7617,19.602047,6.387262,8.988542,Sad
4821.701,19.735216,9.436059,11.859718,Sad
4827.463,19.549719,13.152927,17.974854,Sad
4277.679,19.8852,9.144425,12.053881,Sad
4662.507,19.389162,9.035376,12.23778,Sad
4999.0015,19.421368,8.605756,12.175371,Sad
5000.7646,19.4257,9.597148,13.316733,Angry
5008.379,20.124308,7.5711555,10.976183,Angry
4514.777,19.625431,8.841959,12.046763,Angry
4674.171,19.13375,11.530257,15.466771,Angry
4297.9277,19.524279,10.667296,14.819489,Angry
4182.339,20.214123,15.236728,21.46375,Angry
5137.0195,19.594755,13.153567,19.361301,Angry
5169.239,20.585897,14.041493,20.128138,Angry
4050.7563,18.839922,6.1044602,8.6019535,Fearful
4376.82,19.238213,4.3154497,6.1982145,Fearful
4405.965,18.817627,4.455084,6.7831507,Fearful
4490.9917,19.53763,5.9990826,8.57354,Fearful
4624.902,19.453308,7.624413,10.688161,Fearful
5135.062,19.374563,6.201333,8.91617,Fearful
4898.5146,20.158022,8.557977,11.954588,Fearful
4610.714,20.031498,9.513013,13.60008,Fearful
4888.1084,20.639591,13.409384,19.589596,Disgust
4438.8486,20.170942,10.9538355,14.987205,Disgust
4508.3774,20.500193,14.756844,21.57294,Disgust
5462.428,20.574013,18.324646,27.85197,Disgust
4788.8413,21.11466,14.992055,22.758846,Disgust
4671.664,21.24561,14.584639,22.639606,Disgust
4748.7446,21.139477,16.785528,26.308996,Disgust
5244.0654,19.650278,16.856525,25.419397,Disgust
4415.618,19.303082,11.687096,13.904513,Surprised
4305.3384,19.249842,12.155401,16.594633,Surprised
4652.4673,20.628222,13.430408,18.164774,Surprised
4528.774,19.179672,9.826547,13.409358,Surprised
4225.962,19.404837,9.24328,13.793388,Surprised
4907.1074,20.314157,8.936969,11.220062,Surprised
4577.489,19.421835,8.607351,11.111779,Surprised
4311.1177,18.587927,6.3809223,9.091274,Surprised
4090.0461,20.506727,9.293426,12.971689,Neutral
3987.9626,20.083149,7.553465,10.819754,Neutral
4144.263,19.606565,8.813323,12.083425,Neutral
3934.7573,20.000937,8.672499,12.230252,Neutral
4372.0015,20.79992,9.124611,13.263699,Calm
4136.761,18.98349,9.756082,13.55913,Calm
4439.0947,19.012966,8.034968,11.680758,Calm
4687.3154,19.713118,11.042628,15.027476,Calm
4545.4736,18.798073,9.902562,14.130105,Calm
4844.199,19.81751,11.23273,16.515415,Calm
4562.2334,19.09449,8.74451,12.323266,Calm
4375.844,19.797827,10.236111,14.530771,Calm
4016.2188,19.141375,9.703206,14.34955,Happy
4205.9863,19.4707,12.301086,18.963057,Happy
4367.946,20.308973,12.525826,18.901064,Happy
4338.068,19.42621,10.590312,15.985902,Happy
4352.163,19.894028,14.10073,20.185776,Happy
3909.374,19.450733,11.574165,17.114708,Happy
4582.1396,18.499075,14.587509,21.556013,Happy
4242.0356,18.914423,11.583443,17.307453,Happy
4449.795,19.037848,7.27534,9.541317,Sad
4237.1396,19.184374,6.183469,8.668597,Sad
4634.834,19.342546,8.634812,11.836471,Sad
4488.163,20.14441,6.26971,8.550211,Sad
4504.7075,19.298979,12.124451,17.36349,Sad
4037.555,19.990952,16.540775,23.521217,Sad
4173.82,19.502094,12.483892,16.998608,Sad
4345.482,19.987782,13.605206,18.634604,Sad
4401.676,19.960567,8.076954,10.96404,Angry
4461.101,20.036386,7.658623,10.528061,Angry
4337.8623,20.378027,7.8167872,10.577786,Angry
4598.406,20.826576,6.9121356,10.338332,Angry
4444.38,19.630993,9.400814,12.968917,Angry
4636.296,20.91779,11.426717,15.028692,Angry
4171.368,20.313784,10.5303755,15.000475,Angry
4721.8857,19.550848,10.109067,14.488041,Angry
4480.497,19.254059,8.728251,11.406775,Fearful
4387.044,19.582668,7.215917,10.365291,Fearful
4166.242,18.919817,7.4411335,10.53598,Fearful
4125.6655,20.031897,9.112342,12.043661,Fearful
4098.5845,18.618252,7.0354443,9.86748,Fearful
4281.9717,19.04695,10.192042,13.5005665,Fearful
4041.1272,19.22551,7.6886616,11.22248,Fearful
4351.7344,18.404272,8.381873,11.723922,Fearful
4547.746,19.715256,12.8964815,19.13458,Disgust
4388.797,19.533691,11.766472,16.864372,Disgust
4417.9517,19.266228,15.355695,22.232931,Disgust
4490.649,20.000454,11.901452,17.830502,Disgust
4628.8994,18.408438,14.453842,21.721626,Disgust
4474.525,19.386248,12.779971,18.837193,Disgust
4444.414,18.805492,12.833548,18.22804,Disgust
4439.7324,19.19733,14.292357,20.47635,Disgust
4276.8896,18.491663,10.360105,13.109453,Surprised
4271.8975,18.213089,7.567869,10.435163,Surprised
4177.1553,17.853518,6.732486,9.433788,Surprised
4239.388,18.762552,5.460714,7.4177284,Surprised
4250.518,18.243378,5.8349967,8.376595,Surprised
4385.621,17.920818,6.8882318,9.5602455,Surprised
4371.18,18.692327,8.261461,11.402363,Surprised
4694.147,18.864233,8.1386175,10.822658,Surprised
4267.0435,17.805862,9.145901,13.0658455,Neutral
4268.4893,18.05635,10.036887,14.244006,Neutral
4479.1104,17.65928,8.658109,12.779387,Neutral
4739.094,18.236443,9.60941,13.499446,Neutral
4584.9526,18.401142,11.539267,17.724394,Calm
4592.3657,18.157053,11.486595,16.500854,Calm
4637.4937,18.241419,10.942319,16.356949,Calm
4835.163,18.427214,11.702745,17.620653,Calm
4334.837,18.317764,12.128081,16.445168,Calm
4425.8184,18.700485,11.372534,17.504593,Calm
4860.2837,18.840855,11.0957985,17.660345,Calm
4688.3667,18.135193,12.932774,18.67673,Calm
4143.3696,18.625381,15.61724,24.803648,Happy
4491.3984,18.865742,15.961994,25.23865,Happy
4457.334,18.266008,15.24291,22.928478,Happy
4527.1865,18.742937,16.158611,25.461737,Happy
4170.4644,19.66926,16.67123,23.227856,Happy
4486.824,19.542429,18.05074,25.296658,Happy
4546.733,18.499119,18.153101,26.33334,Happy
4811.691,18.903084,18.329649,26.99667,Happy
4579.536,18.68176,12.114151,18.678377,Sad
4010.7288,18.482275,13.490742,21.450302,Sad
4782.6895,18.636269,12.461595,18.22558,Sad
4859.6675,19.044365,12.336612,20.305117,Sad
4527.2427,19.549091,15.154197,23.67178,Sad
4961.0796,18.809244,15.849844,24.411844,Sad
4189.741,19.086605,17.419842,25.559864,Sad
4669.456,19.125456,16.904783,26.058151,Sad
4851.939,18.773321,11.863943,17.7523,Angry
4521.4253,18.761625,10.639123,15.330415,Angry
4805.9424,18.867373,12.984702,17.342022,Angry
4955.664,18.596731,9.2553835,14.2036,Angry
3886.8452,20.055752,10.314467,14.225768,Angry
4765.082,18.525457,12.670236,17.211437,Angry
4627.411,18.122694,12.853113,17.030006,Angry
4041.021,17.62964,12.615504,18.227564,Angry
4049.2412,20.403742,11.683214,16.092758,Fearful
4246.4014,18.171032,11.7551775,16.834904,Fearful
4555.9263,18.765701,13.331541,18.58523,Fearful
4837.9595,18.629889,11.479474,15.816412,Fearful
4689.934,19.526697,11.094516,15.188409,Fearful
4163.121,19.948528,9.495815,13.568716,Fearful
4362.125,19.41916,12.264815,16.588005,Fearful
4554.7505,19.95733,10.120065,14.788569,Fearful
4275.2495,17.65009,12.429498,18.066046,Disgust
4502.8555,18.184164,14.811709,22.078724,Disgust
4419.277,19.51965,12.291636,19.104645,Disgust
4615.023,18.95201,16.210512,22.970432,Disgust
5296.8877,18.915785,15.492441,24.219898,Disgust
4959.209,19.086779,17.600624,27.298195,Disgust
4967.2026,18.76102,14.988271,23.687157,Disgust
5000.45,19.08808,16.54509,26.185345,Disgust
4506.5312,17.537601,12.635956,17.550987,Surprised
4246.4624,19.542324,15.68679,23.939585,Surprised
4652.154,17.9592,11.71863,18.1427,Surprised
4742.486,18.461254,11.61442,17.50408,Surprised
4377.8276,18.044538,12.009857,18.201454,Surprised
5134.663,18.131842,10.452995,15.7465725,Surprised
4796.543,18.7536,14.730978,21.35315,Surprised
4687.1055,18.710358,12.894159,20.77259,Surprised
3999.4912,20.643875,8.540642,12.503122,Neutral
3926.6604,20.093464,8.339669,11.943144,Neutral
4142.5913,20.298243,7.245541,11.012584,Neutral
4374.036,20.315416,7.3726363,11.118293,Neutral
4124.1475,18.954803,11.190831,16.42967,Calm
4059.1628,19.729486,10.284362,15.124111,Calm
4170.6494,20.063635,9.536292,14.52191,Calm
4229.0547,18.871765,8.904645,13.538023,Calm
3891.3855,18.776747,12.337713,18.922503,Calm
4129.255,19.997898,10.875299,16.394434,Calm
4076.4246,18.753452,10.744832,15.27213,Calm
4135.935,20.06256,10.1622925,15.523067,Calm
4099.5435,18.924002,10.893225,17.873075,Happy
4138.601,19.498798,10.880181,17.429249,Happy
4226.6523,19.453232,10.997711,17.13414,Happy
4371.5684,18.833597,13.493509,19.386007,Happy
4269.8955,19.036888,16.046814,25.403141,Happy
4294.1963,18.816494,16.03805,24.257238,Happy
4854.0674,17.954256,14.621028,21.068512,Happy
4576.4287,18.707275,14.4875765,19.954325,Happy
4295.8667,19.260214,8.172019,12.587676,Sad
4277.562,19.661459,6.764759,10.508868,Sad
4161.481,19.272667,7.2899065,10.604118,Sad
4280.127,19.848934,7.26948,10.878503,Sad
4129.887,19.160215,9.135479,13.285961,Sad
4100.3916,18.53533,7.524184,11.504027,Sad
4361.11,18.282717,8.171618,12.445355,Sad
4138.955,18.464346,7.693797,11.699897,Sad
4317.0337,18.33182,9.67941,13.528342,Angry
4265.4614,18.428976,9.081917,13.045898,Angry
4383.4077,18.194674,8.6004715,12.434052,Angry
4179.8555,18.64929,11.031335,14.975219,Angry
4897.8804,17.567425,13.931155,19.519205,Angry
4749.589,18.713402,14.234121,21.12424,Angry
4727.704,17.33281,14.414926,20.589502,Angry
5361.229,18.55126,14.943779,21.983585,Angry
4024.722,19.68431,6.2272654,9.11548,Fearful
4342.5703,18.984518,7.688675,11.448734,Fearful
4331.368,19.106602,8.121962,11.399942,Fearful
4132.2876,18.589296,7.524506,10.7618065,Fearful
4308.8564,17.902693,8.968201,13.416127,Fearful
4478.134,18.502394,10.359166,14.761493,Fearful
4437.683,17.766968,12.135308,17.546597,Fearful
4227.8115,19.399143,5.6487865,8.935371,Fearful
4184.013,19.182709,9.355367,14.235816,Disgust
3936.0352,18.867495,9.021999,14.11149,Disgust
4223.313,18.53291,11.166253,16.113083,Disgust
4257.1436,19.503874,10.865505,16.724134,Disgust
4420.66,19.639688,12.499429,19.164673,Disgust
4235.7524,19.181139,9.90591,15.745228,Disgust
4335.173,18.783373,9.83759,15.832091,Disgust
4296.0654,19.53597,10.922383,17.040775,Disgust
4292.5425,17.569016,10.070971,14.436676,Surprised
4045.4312,19.127941,9.46144,13.147394,Surprised
4123.802,18.762688,9.413096,13.859916,Surprised
4112.539,18.887846,10.4083395,15.154294,Surprised
4364.2124,18.66922,11.976114,16.13271,Surprised
4251.38,19.82009,11.053213,16.297043,Surprised
4116.3906,18.803574,9.757114,13.603489,Surprised
4067.6453,19.078108,7.953939,11.732153,Surprised
4015.014,19.567083,10.03185,14.647852,Neutral
4391.3975,20.09964,9.488173,12.465725,Neutral
4368.146,20.006636,9.718277,14.886407,Neutral
4409.3857,19.671705,10.219497,14.422507,Neutral
3934.2034,20.233225,11.273329,17.351538,Calm
4329.4336,20.550669,9.099916,13.819732,Calm
4212.2603,20.342602,10.490182,15.144027,Calm
4354.6284,20.814896,10.539823,15.696293,Calm
4323.505,20.11329,10.104198,15.544387,Calm
4389.61,20.298527,11.908497,18.308054,Calm
4388.855,20.192995,9.776032,15.737938,Calm
4361.0806,19.909464,10.621745,16.489548,Calm
4930.6763,20.303453,15.247292,21.86745,Happy
4460.8706,20.534489,14.343885,22.606812,Happy
4558.752,19.769184,11.56692,17.590826,Happy
4271.121,20.083796,15.625446,25.24648,Happy
4662.8066,19.148647,15.986506,25.802822,Happy
4699.034,19.8936,16.083136,25.659977,Happy
4746.1963,20.953012,16.420279,26.535067,Happy
4656.4204,20.604565,16.691566,24.612532,Happy
4646.4834,18.564705,11.214432,17.208256,Sad
4108.7905,19.460127,11.012235,14.941442,Sad
4740.7456,18.982718,9.812549,13.905649,Sad
4868.318,18.820728,8.673646,13.564541,Sad
4763.34,18.797743,12.133838,17.386742,Sad
4563.624,19.44472,10.372847,14.319395,Sad
4763.923,19.557356,10.254301,16.4921,Sad
5348.182,19.590944,9.455886,15.22718,Sad
4674.2144,19.081478,15.500938,21.555185,Angry
4465.5176,19.383213,10.368389,14.630734,Angry
5174.2036,19.26306,10.999434,15.977235,Angry
4790.5674,19.780464,13.408616,19.323496,Angry
4871.673,20.092443,14.065624,21.80323,Angry
5110.453,19.909893,12.800421,20.106474,Angry
4814.6987,20.45955,15.561538,22.151897,Angry
5331.934,19.494896,14.865023,22.430126,Angry
4492.412,19.724134,8.645404,12.134637,Fearful
4847.1104,19.927608,10.954977,14.60352,Fearful
5017.206,19.272324,8.411633,11.929538,Fearful
4672.157,19.43494,9.222725,15.151364,Fearful
4558.0884,19.818527,12.326442,18.04947,Fearful
5152.5596,19.928856,10.796384,15.809822,Fearful
5143.0796,20.2457,10.123521,14.22984,Fearful
5062.5483,20.026539,12.265381,18.010357,Fearful
4773.3,20.115078,14.856711,23.363903,Disgust
4251.7324,20.263853,16.514565,22.911533,Disgust
4765.1113,20.314318,12.278424,18.26961,Disgust
4585.2593,20.288017,13.863303,20.942472,Disgust
5555.902,20.647354,15.83556,22.453608,Disgust
4904.597,20.449007,14.2462,21.251892,Disgust
4838.675,20.073778,13.07832,19.485317,Disgust
4391.7603,20.54257,12.79097,19.152708,Disgust
4599.965,19.850786,12.342824,17.354044,Surprised
4273.7124,19.984104,12.768688,17.172853,Surprised
4542.8413,19.813702,9.334675,12.249222,Surprised
4383.9995,19.772753,11.238809,16.132156,Surprised
4890.2646,19.679024,11.247662,14.367912,Surprised
4334.274,19.239748,10.969491,14.464023,Surprised
4645.5137,19.093693,9.023791,12.039886,Surprised
4890.1133,18.952147,8.994445,12.02025,Surprised
4062.5083,22.224081,6.7853436,9.606186,Neutral
4162.156,21.767643,7.5886846,11.038906,Neutral
3909.221,22.090843,7.1295714,9.673195,Neutral
3969.41,21.788944,6.452186,9.24823,Neutral
3979.9019,23.061666,9.322011,13.31464,Calm
4223.897,23.35266,9.414314,12.881544,Calm
3955.2075,23.372942,9.369755,13.28674,Calm
4475.2417,23.239607,8.948517,12.130182,Calm
4290.749,22.959085,9.048626,12.05069,Calm
3842.2297,23.19969,10.426947,13.561751,Calm
3977.866,23.365122,10.848619,13.976038,Calm
4072.8103,23.459455,8.423848,11.511363,Calm
3922.4324,21.508419,14.022218,19.116318,Happy
3729.6917,22.867008,11.551958,16.773367,Happy
3881.0159,22.703823,13.710859,18.129333,Happy
4063.4988,22.53212,12.799466,18.59105,Happy
3895.8462,22.514986,15.5716305,20.014668,Happy
4005.1628,21.740343,14.405813,22.641142,Happy
4202.6504,21.314552,16.800684,22.34363,Happy
4235.6514,21.568954,15.665972,22.04244,Happy
3925.6543,22.788147,8.784981,12.495842,Sad
3606.6152,21.748232,8.971314,11.634624,Sad
4013.5718,22.522179,10.006663,14.010065,Sad
3623.599,22.776306,12.762915,16.430586,Sad
3555.6216,21.401752,19.842905,25.237734,Sad
3685.773,23.026867,13.309511,19.860685,Sad
4343.8027,22.528173,10.211568,13.509835,Sad
3778.1648,22.540163,12.453335,15.760175,Sad
4153.6685,22.762897,11.552517,15.372071,Angry
4436.1865,21.606705,10.326717,13.236635,Angry
3919.1594,21.534712,11.517741,15.148869,Angry
4428.2695,22.338993,8.678627,11.81494,Angry
3910.629,22.809855,11.539756,15.475487,Angry
4462.7344,22.962152,12.8549,17.305466,Angry
4066.3066,21.56905,9.253529,12.626571,Angry
4363.2383,21.817493,12.6179285,17.022438,Angry
3433.6729,21.637537,7.4948225,9.650074,Fearful
3926.922,22.670918,6.844275,9.053745,Fearful
3881.0188,22.737589,6.521053,8.578069,Fearful
4546.957,22.677687,8.228438,10.724927,Fearful
4274.813,21.998554,9.058798,12.590621,Fearful
4134.825,22.412582,6.0078025,8.803778,Fearful
3735.1443,22.135666,7.703571,10.40105,Fearful
4298.234,21.90708,7.3702946,10.707623,Fearful
4219.15,22.725626,16.817738,22.125988,Disgust
4185.602,22.553898,16.337639,23.553406,Disgust
4585.119,22.155043,15.074915,21.120466,Disgust
4300.87,22.595871,16.10771,20.946175,Disgust
4226.2095,22.885862,18.328642,24.144003,Disgust
4026.8062,22.1778,21.128378,24.778585,Disgust
3383.4612,22.783943,13.375048,19.364565,Disgust
4043.5913,22.858015,15.389054,20.856451,Disgust
3368.2136,22.056545,12.83709,17.135382,Surprised
4023.691,23.469059,10.512649,14.879346,Surprised
4268.7305,21.924799,14.29992,19.131165,Surprised
3983.8933,22.36269,10.7800455,15.450608,Surprised
3901.11,22.775106,17.952469,23.180765,Surprised
3850.6646,22.275728,15.504161,19.641045,Surprised
3796.4536,22.338287,12.131177,15.892281,Surprised
4060.8467,21.901524,15.264646,19.879377,Surprised
4262.5024,19.715387,10.215782,15.671675,Neutral
4317.671,19.53308,10.690492,16.925331,Neutral
4458.384,19.73984,9.205281,14.699632,Neutral
4444.45,19.97722,9.583899,14.549268,Neutral
4016.017,19.654669,14.8084,23.32731,Calm
4235.764,20.25641,13.508848,19.946852,Calm
4310.5146,19.440191,13.063625,20.167759,Calm
4422.1436,19.385168,13.31811,20.814528,Calm
4499.936,19.914835,15.572064,23.927963,Calm
4521.919,19.608292,15.936023,24.301464,Calm
4266.328,18.775738,13.993431,21.188437,Calm
4551.1587,18.827042,13.846638,22.30006,Calm
4628.1357,20.006485,17.686861,28.710217,Happy
4807.4116,20.254738,17.1533,28.015144,Happy
4876.8335,20.305326,16.417828,26.237677,Happy
4331.859,20.294527,15.331314,25.159353,Happy
4421.3716,21.14031,17.963964,28.999992,Happy
4863.019,21.004744,18.792667,31.318628,Happy
4918.536,20.672499,18.041725,28.405401,Happy
5030.8647,19.638847,20.241066,31.067747,Happy
4636.9824,19.779388,14.980741,23.100048,Sad
4244.3037,18.89908,13.298497,18.800966,Sad
4182.637,19.405153,13.456699,20.816654,Sad
4038.0674,19.565386,9.619299,14.027643,Sad
4457.5405,21.447472,17.690346,26.026556,Sad
4806.899,20.824438,15.413693,22.443995,Sad
4869.0566,20.040924,16.85109,25.817335,Sad
4925.2773,19.176254,14.92512,22.090311,Sad
4428.7563,22.282751,11.585547,16.769712,Angry
5027.7256,20.615246,14.1957655,20.274418,Angry
4710.3174,18.61117,12.777045,18.369364,Angry
4892.2656,20.89521,11.990046,17.51228,Angry
4662.9414,20.116926,17.89568,25.50445,Angry
5039.048,20.217133,17.4469,25.343025,Angry
4658.286,18.962048,15.938562,23.656141,Angry
5222.5625,20.46722,18.061996,26.152208,Angry
4443.3037,22.356735,10.778929,15.685946,Fearful
4112.166,19.017273,9.830779,13.978532,Fearful
4715.299,18.449377,8.485241,11.571226,Fearful
4154.2637,18.805077,13.312553,17.832977,Fearful
5125.733,22.832697,13.511201,19.324469,Fearful
5494.585,22.568651,14.890273,21.639826,Fearful
5261.644,21.050758,12.028745,17.746338,Fearful
5401.087,21.666656,13.0873,19.239244,Fearful
4237.2617,20.139086,19.118984,29.785112,Disgust
4358.346,19.872454,15.928017,22.925201,Disgust
3974.3306,19.370224,13.913681,22.215435,Disgust
4466.448,19.526218,17.668758,27.630337,Disgust
4737.24,20.266602,15.814193,22.09517,Disgust
4541.9443,21.244938,18.84994,26.023989,Disgust
4880.2563,21.342264,15.954578,22.39351,Disgust
4905.447,21.749617,15.823765,23.423521,Disgust
4050.5544,18.545883,14.564804,22.269798,Surprised
4511.808,19.279842,19.833109,31.07709,Surprised
4393.005,19.089487,14.713493,22.301872,Surprised
4184.7827,19.308744,14.876369,22.298477,Surprised
4037.8042,19.269207,16.84488,26.268425,Surprised
4220.7617,19.34516,15.404546,23.482758,Surprised
5374.253,18.883091,20.635534,30.664455,Surprised
4530.825,18.668013,19.01766,31.33875,Surprised
4104.7314,24.99523,8.86456,12.169178,Neutral
4065.5142,26.419243,9.501725,12.882041,Neutral
4093.988,25.57826,8.778685,12.474505,Neutral
3879.433,24.490389,6.88818,9.877972,Neutral
3970.8499,27.09068,11.512663,15.560672,Calm
4103.319,27.157412,10.764325,15.761419,Calm
4157.7144,26.854774,10.606381,14.673017,Calm
4258.1787,26.337622,10.116592,14.791294,Calm
4163.5615,27.31034,11.091183,15.649103,Calm
4012.9563,27.755383,10.629832,15.204103,Calm
4424.169,27.518946,12.890438,18.37386,Calm
4064.7795,26.631413,10.932047,14.556135,Calm
4049.5916,26.202269,11.598886,17.087353,Happy
4742.2935,26.931284,14.789211,20.72659,Happy
4574.165,27.222666,13.91948,19.683487,Happy
4817.911,26.970106,14.190998,19.466097,Happy
4503.9883,25.545696,13.982252,20.148584,Happy
5023.9697,24.96385,13.663619,20.50932,Happy
4789.114,24.844683,13.463082,20.964844,Happy
5148.1357,24.161913,11.557763,16.820585,Happy
4123.572,24.4205,8.2646475,12.003461,Sad
3742.275,25.010437,7.1440825,10.027592,Sad
4577.8853,23.749668,7.451467,11.49071,Sad
4132.755,24.248037,7.912655,12.033341,Sad
4356.2783,24.75137,8.662918,12.437743,Sad
4652.657,25.026901,9.099971,13.496778,Sad
4095.4639,25.25015,6.5091357,9.260392,Sad
4951.4624,24.414703,6.26697,9.419528,Sad
4278.611,24.881052,9.517369,12.966622,Angry
4166.9053,25.434692,10.206504,14.581446,Angry
4353.889,25.54121,8.9263315,12.493009,Angry
4707.096,25.778036,8.62262,12.276467,Angry
4409.575,26.037329,12.131496,16.377542,Angry
5380.418,26.448746,12.9864645,18.575123,Angry
4305.793,25.51832,11.80168,16.38676,Angry
5079.121,26.438408,12.909979,17.936737,Angry
4271.226,26.769703,9.85568,12.979169,Fearful
3804.256,25.36115,9.51179,13.778948,Fearful
4004.989,25.91978,6.2536225,9.200994,Fearful
4333.066,23.782463,9.355356,13.563702,Fearful
4353.38,26.132845,12.07614,16.721561,Fearful
3979.8774,24.418865,12.572087,18.355728,Fearful
4331.8237,24.193348,11.936442,17.204472,Fearful
5018.5996,24.883955,10.180868,14.820589,Fearful
4413.454,27.062082,12.948814,20.284582,Disgust
4206.3794,27.894571,13.761592,21.818441,Disgust
4489.6216,25.737112,15.162334,20.400284,Disgust
4287.383,26.05987,14.328168,22.748474,Disgust
4837.772,24.22912,17.93557,29.503695,Disgust
5189.5186,25.247866,17.548046,28.524178,Disgust
5687.8403,24.08417,16.290539,26.932516,Disgust
5389.1396,24.762999,17.344229,27.855455,Disgust
4161.224,25.824814,12.464628,16.84496,Surprised
4135.746,26.347145,12.5085,17.262033,Surprised
4389.634,24.597965,11.7824135,16.89183,Surprised
4072.5613,25.546515,10.525952,15.974473,Surprised
4130.0483,23.460579,11.107923,15.064467,Surprised
4227.44,24.569162,11.677206,16.65568,Surprised
3938.9116,23.280766,12.1365795,18.108282,Surprised
4399.8345,25.411734,12.59589,17.876831,Surprised
3201.204,21.52419,7.366798,9.86875,Neutral
3100.2637,22.036203,7.7226815,11.199263,Neutral
3278.5242,21.516111,5.2816534,7.678138,Neutral
3242.0117,21.597939,7.5488696,10.992951,Neutral
3455.2378,23.389376,13.779658,20.354235,Calm
3330.4546,23.131933,13.960055,19.594803,Calm
3493.3755,23.349277,12.735964,18.459883,Calm
3214.3174,23.664566,11.818231,17.564133,Calm
3429.6926,24.943188,12.762384,19.925043,Calm
3237.8828,23.992481,11.454039,17.568598,Calm
3263.1248,24.212973,11.860865,18.083338,Calm
3451.6055,23.944101,13.619338,20.34769,Calm
3465.8367,23.400473,16.037477,23.16092,Happy
3843.5967,23.674644,15.872698,24.39979,Happy
3254.1667,23.873194,16.289713,25.03384,Happy
3446.2224,24.26501,14.433599,22.142977,Happy
4739.374,22.257235,18.031513,27.536865,Happy
4596.6934,23.65841,17.855747,28.350624,Happy
4384.042,22.651203,20.151628,30.260708,Happy
4822.1006,23.287922,19.260519,30.78006,Happy
3279.5762,23.253996,11.633281,17.54957,Sad
3943.7852,22.415289,14.0347805,21.409044,Sad
3567.7373,21.893332,9.038688,12.981779,Sad
3293.1206,22.56582,8.501445,12.304239,Sad
4411.8076,22.615986,15.719808,24.970322,Sad
4473.6885,22.201365,16.250101,25.604736,Sad
4752.2373,22.812643,16.113466,26.528484,Sad
4681.0146,22.936296,15.034537,24.512226,Sad
3796.221,21.99656,13.77082,18.278118,Angry
4452.884,22.924265,16.435848,22.899294,Angry
4131.9346,20.520794,13.62645,18.850245,Angry
3606.5288,21.991821,11.9288,16.232035,Angry
4892.532,21.885305,20.029947,28.621086,Angry
4748.755,21.94035,19.709505,28.501013,Angry
4904.2583,22.733318,21.371967,30.397568,Angry
4941.692,22.04044,19.981989,29.077917,Angry
3524.8674,20.78161,12.32651,18.750628,Fearful
3320.0505,21.135412,13.122694,19.91698,Fearful
3850.2615,21.805738,11.89651,17.62815,Fearful
3948.502,21.130268,12.262396,18.66376,Fearful
5208.2827,21.668821,12.404397,18.351416,Fearful
4835.507,21.910503,14.849877,21.837437,Fearful
4873.284,21.662457,16.037338,24.05629,Fearful
4910.8535,21.359797,14.916818,23.02327,Fearful
4201.6504,20.219032,15.319503,22.790009,Disgust
3665.1003,21.456846,14.713593,22.3169,Disgust
4237.4214,20.58738,15.050062,22.751776,Disgust
4409.3975,21.25169,15.407598,23.362236,Disgust
5569.615,20.096533,18.585499,29.138273,Disgust
4001.5188,21.004091,17.086224,26.507748,Disgust
4724.361,19.73045,16.94418,25.70153,Disgust
5224.3022,20.144228,17.266375,27.078396,Disgust
3299.718,21.567907,15.033594,22.334126,Surprised
3404.9038,20.434387,13.929689,19.75382,Surprised
3607.8406,21.180014,15.531184,21.326176,Surprised
3710.316,21.361248,17.18193,24.774714,Surprised
4154.2417,19.838827,15.9320345,21.61562,Surprised
3876.0278,21.493622,13.541562,19.387508,Surprised
4403.445,20.984917,16.4646,22.319302,Surprised
4227.5796,21.04631,14.219882,19.214293,Surprised
3856.0283,18.83953,10.373931,14.173923,Neutral
3895.1218,19.020893,8.497441,11.56269,Neutral
4292.7466,19.524738,9.2246065,14.13101,Neutral
4179.9673,18.41962,9.897525,13.038613,Neutral
4367.5312,19.943163,13.96586,17.643726,Calm
4226.187,18.52374,16.863672,20.109386,Calm
4390.457,18.96603,15.615371,19.29603,Calm
4280.339,19.212229,13.615596,17.828142,Calm
4457.1733,18.761086,14.764477,19.848272,Calm
4564.6,19.713669,12.952678,19.81386,Calm
4731.486,20.352499,14.26253,18.392693,Calm
4581.381,21.62811,13.37911,19.31743,Calm
3857.8408,19.698298,17.855988,27.905956,Happy
4934.891,18.747677,18.510368,30.634157,Happy
3919.6401,20.271084,17.691597,28.537682,Happy
3820.0513,19.325804,19.041504,29.832743,Happy
4808.51,18.710546,19.358276,28.969894,Happy
4919.439,18.409288,17.55006,28.767986,Happy
5236.7017,20.225687,18.47318,30.766315,Happy
4465.141,19.159218,16.10487,26.559649,Happy
4212.9956,17.40344,10.599089,15.797706,Sad
4322.128,20.005762,9.746712,14.9379425,Sad
3873.1309,18.710516,10.948073,15.110381,Sad
4103.155,18.676912,7.46672,12.212162,Sad
4185.949,20.463675,19.07239,30.899939,Sad
4161.9263,19.915077,18.411983,30.098066,Sad
4182.9487,18.739092,16.928947,26.392271,Sad
